Continent,Country,Pivot Field Names,Year,Pivot Field Values,Rank
Europe,Spain,Score,2016,6.361,37
Africa,Algeria,Economy,2016,1.05266,38
Africa,Algeria,Family,2016,0.83309,38
Africa,Algeria,Freedom,2016,0.21006,38
Africa,Algeria,Generosity,2016,0.07044,38
Africa,Algeria,Government trust,2016,0.16157,38
Africa,Algeria,Health (Life Expectancy),2016,0.61804,38
Africa,Algeria,Score,2016,6.355,38
North America,Guatemala,Economy,2016,0.83454,39
North America,Guatemala,Family,2016,0.87119,39
North America,Guatemala,Freedom,2016,0.50379,39
North America,Guatemala,Generosity,2016,0.28808,39
North America,Guatemala,Government trust,2016,0.08701,39
North America,Guatemala,Health (Life Expectancy),2016,0.54039,39
North America,Guatemala,Score,2016,6.324,39
South America,Suriname,Economy,2016,1.09686,40
South America,Suriname,Family,2016,0.77866,40
South America,Suriname,Freedom,2016,0.52234,40
South America,Suriname,Generosity,2016,0.16665,40
South America,Suriname,Government trust,2016,0.12692,40
South America,Suriname,Health (Life Expectancy),2016,0.50933,40
South America,Suriname,Score,2016,6.269,40
Asia,Kuwait,Economy,2016,1.61714,41
Asia,Kuwait,Family,2016,0.87758,41
Asia,Kuwait,Freedom,2016,0.43166,41
Asia,Kuwait,Generosity,2016,0.15965,41
Asia,Kuwait,Government trust,2016,0.23669,41
Asia,Kuwait,Health (Life Expectancy),2016,0.63569,41
Asia,Kuwait,Score,2016,6.239,41
Asia,Bahrain,Economy,2016,1.44024,42
Asia,Bahrain,Family,2016,0.94397,42
Asia,Bahrain,Freedom,2016,0.47375,42
Asia,Bahrain,Generosity,2016,0.17147,42
Asia,Bahrain,Government trust,2016,0.25772,42
Asia,Bahrain,Health (Life Expectancy),2016,0.65696,42
Asia,Bahrain,Score,2016,6.218,42
North America,Trinidad and Tobago,Economy,2016,1.32572,43
North America,Trinidad and Tobago,Family,2016,0.98569,43
North America,Trinidad and Tobago,Freedom,2016,0.48453,43
North America,Trinidad and Tobago,Generosity,2016,0.31935,43
North America,Trinidad and Tobago,Government trust,2016,0.01241,43
North America,Trinidad and Tobago,Health (Life Expectancy),2016,0.52608,43
North America,Trinidad and Tobago,Score,2016,6.168,43
South America,Venezuela,Economy,2016,1.13367,44
South America,Venezuela,Family,2016,1.03302,44
South America,Venezuela,Freedom,2016,0.19847,44
South America,Venezuela,Generosity,2016,0.0425,44
South America,Venezuela,Government trust,2016,0.08304,44
South America,Venezuela,Health (Life Expectancy),2016,0.61904,44
South America,Venezuela,Score,2016,6.084,44
Europe,Slovakia,Economy,2016,1.27973,45
Europe,Slovakia,Family,2016,1.08268,45
Europe,Slovakia,Freedom,2016,0.23391,45
Europe,Slovakia,Generosity,2016,0.13837,45
Europe,Slovakia,Government trust,2016,0.02947,45
Europe,Slovakia,Health (Life Expectancy),2016,0.70367,45
Europe,Slovakia,Score,2016,6.078,45
North America,El Salvador,Economy,2016,0.8737,46
North America,El Salvador,Family,2016,0.80975,46
North America,El Salvador,Freedom,2016,0.37269,46
North America,El Salvador,Generosity,2016,0.08877,46
North America,El Salvador,Government trust,2016,0.10613,46
North America,El Salvador,Health (Life Expectancy),2016,0.596,46
North America,El Salvador,Score,2016,6.068,46
Asia,Malaysia,Economy,2016,1.25142,47
Asia,Malaysia,Family,2016,0.88025,47
Asia,Malaysia,Freedom,2016,0.39031,47
Asia,Malaysia,Generosity,2016,0.41474,47
Asia,Malaysia,Government trust,2016,0.09081,47
Asia,Malaysia,Health (Life Expectancy),2016,0.62366,47
Asia,Malaysia,Score,2016,6.005,47
North America,Nicaragua,Economy,2016,0.69384,48
North America,Nicaragua,Family,2016,0.89521,48
North America,Nicaragua,Freedom,2016,0.46582,48
North America,Nicaragua,Generosity,2016,0.29773,48
North America,Nicaragua,Government trust,2016,0.16292,48
North America,Nicaragua,Health (Life Expectancy),2016,0.65213,48
North America,Nicaragua,Score,2016,5.992,48
Asia,Uzbekistan,Economy,2016,0.73591,49
Asia,Uzbekistan,Family,2016,1.1681,49
Asia,Uzbekistan,Freedom,2016,0.60848,49
Asia,Uzbekistan,Generosity,2016,0.34326,49
Asia,Uzbekistan,Government trust,2016,0.28333,49
Asia,Uzbekistan,Health (Life Expectancy),2016,0.50163,49
Asia,Uzbekistan,Score,2016,5.987,49
Europe,Italy,Economy,2016,1.35495,50
Europe,Italy,Family,2016,1.04167,50
Europe,Italy,Freedom,2016,0.18827,50
Europe,Italy,Generosity,2016,0.16684,50
Europe,Italy,Government trust,2016,0.02556,50
Europe,Italy,Health (Life Expectancy),2016,0.85102,50
Europe,Italy,Score,2016,5.977,50
South America,Ecuador,Economy,2016,0.97306,51
South America,Ecuador,Family,2016,0.85974,51
South America,Ecuador,Freedom,2016,0.4027,51
South America,Ecuador,Generosity,2016,0.10074,51
South America,Ecuador,Government trust,2016,0.18037,51
South America,Ecuador,Health (Life Expectancy),2016,0.68613,51
South America,Ecuador,Score,2016,5.976,51
North America,Belize,Economy,2016,0.87616,52
North America,Belize,Family,2016,0.68655,52
North America,Belize,Freedom,2016,0.51231,52
North America,Belize,Generosity,2016,0.23684,52
North America,Belize,Government trust,2016,0.10771,52
North America,Belize,Health (Life Expectancy),2016,0.45569,52
North America,Belize,Score,2016,5.956,52
Asia,Japan,Economy,2016,1.38007,53
Asia,Japan,Family,2016,1.06054,53
Asia,Japan,Freedom,2016,0.46761,53
Asia,Japan,Generosity,2016,0.10224,53
Asia,Japan,Government trust,2016,0.18985,53
Asia,Japan,Health (Life Expectancy),2016,0.91491,53
Asia,Japan,Score,2016,5.921,53
Asia,Kazakhstan,Economy,2016,1.22943,54
Asia,Kazakhstan,Family,2016,0.95544,54
Asia,Kazakhstan,Freedom,2016,0.4052,54
Asia,Kazakhstan,Generosity,2016,0.15011,54
Asia,Kazakhstan,Government trust,2016,0.11132,54
Asia,Kazakhstan,Health (Life Expectancy),2016,0.57386,54
Asia,Kazakhstan,Score,2016,5.919,54
Europe,Moldova,Economy,2016,0.69177,55
Europe,Moldova,Family,2016,0.83132,55
Europe,Moldova,Freedom,2016,0.25202,55
Europe,Moldova,Generosity,2016,0.19997,55
Europe,Moldova,Government trust,2016,0.01903,55
Europe,Moldova,Health (Life Expectancy),2016,0.52309,55
Europe,Moldova,Score,2016,5.897,55
Europe,Russia,Economy,2016,1.23228,56
Europe,Russia,Family,2016,1.05261,56
Europe,Russia,Freedom,2016,0.32682,56
Europe,Russia,Generosity,2016,0.02736,56
Europe,Russia,Government trust,2016,0.03586,56
Europe,Russia,Health (Life Expectancy),2016,0.58991,56
Europe,Russia,Score,2016,5.856,56
Europe,Poland,Economy,2016,1.24585,57
Europe,Poland,Family,2016,1.04685,57
Europe,Poland,Freedom,2016,0.4519,57
Europe,Poland,Generosity,2016,0.14443,57
Europe,Poland,Government trust,2016,0.055,57
Europe,Poland,Health (Life Expectancy),2016,0.69058,57
Europe,Poland,Score,2016,5.835,57
Asia,South Korea,Economy,2016,1.35948,57
Asia,South Korea,Family,2016,0.72194,57
Asia,South Korea,Freedom,2016,0.25168,57
Asia,South Korea,Generosity,2016,0.18824,57
Asia,South Korea,Government trust,2016,0.07716,57
Asia,South Korea,Health (Life Expectancy),2016,0.88645,57
Asia,South Korea,Score,2016,5.835,57
South America,Bolivia,Economy,2016,0.79422,59
South America,Bolivia,Family,2016,0.83779,59
South America,Bolivia,Freedom,2016,0.50961,59
South America,Bolivia,Generosity,2016,0.21698,59
South America,Bolivia,Government trust,2016,0.07746,59
South America,Bolivia,Health (Life Expectancy),2016,0.4697,59
South America,Bolivia,Score,2016,5.822,59
Europe,Lithuania,Economy,2016,1.2692,60
Europe,Lithuania,Family,2016,1.06411,60
Europe,Lithuania,Freedom,2016,0.18929,60
Europe,Lithuania,Generosity,2016,0.02025,60
Europe,Lithuania,Government trust,2016,0.0182,60
Europe,Lithuania,Health (Life Expectancy),2016,0.64674,60
Europe,Lithuania,Score,2016,5.813,60
Europe,Belarus,Economy,2016,1.13062,61
Europe,Belarus,Family,2016,1.04993,61
Europe,Belarus,Freedom,2016,0.29091,61
Europe,Belarus,Generosity,2016,0.13942,61
Europe,Belarus,Government trust,2016,0.17457,61
Europe,Belarus,Health (Life Expectancy),2016,0.63104,61
Europe,Belarus,Score,2016,5.802,61
Asia,Northern Cyprus,Economy,2016,1.31141,62
Asia,Northern Cyprus,Family,2016,0.81826,62
Asia,Northern Cyprus,Freedom,2016,0.43596,62
Asia,Northern Cyprus,Generosity,2016,0.26322,62
Asia,Northern Cyprus,Government trust,2016,0.16578,62
Asia,Northern Cyprus,Health (Life Expectancy),2016,0.84142,62
Asia,Northern Cyprus,Score,2016,5.771,62
Europe,Slovenia,Economy,2016,1.29947,63
Europe,Slovenia,Family,2016,1.05613,63
Europe,Slovenia,Freedom,2016,0.53164,63
Europe,Slovenia,Generosity,2016,0.25738,63
Europe,Slovenia,Government trust,2016,0.03635,63
Europe,Slovenia,Health (Life Expectancy),2016,0.79151,63
Europe,Slovenia,Score,2016,5.768,63
South America,Peru,Economy,2016,0.99602,64
South America,Peru,Family,2016,0.81255,64
South America,Peru,Freedom,2016,0.37502,64
South America,Peru,Generosity,2016,0.14527,64
South America,Peru,Government trust,2016,0.05292,64
South America,Peru,Health (Life Expectancy),2016,0.62994,64
South America,Peru,Score,2016,5.743,64
Asia,Turkmenistan,Economy,2016,1.08017,65
Asia,Turkmenistan,Family,2016,1.03817,65
Asia,Turkmenistan,Freedom,2016,0.37408,65
Asia,Turkmenistan,Generosity,2016,0.22567,65
Asia,Turkmenistan,Government trust,2016,0.28467,65
Asia,Turkmenistan,Health (Life Expectancy),2016,0.44006,65
Asia,Turkmenistan,Score,2016,5.658,65
Africa,Mauritius,Economy,2016,1.14372,66
Africa,Mauritius,Family,2016,0.75695,66
Africa,Mauritius,Freedom,2016,0.46145,66
Africa,Mauritius,Generosity,2016,0.36951,66
Africa,Mauritius,Government trust,2016,0.05203,66
Africa,Mauritius,Health (Life Expectancy),2016,0.66189,66
Africa,Mauritius,Score,2016,5.648,66
Africa,Libya,Economy,2016,1.06688,67
Africa,Libya,Family,2016,0.95076,67
Africa,Libya,Freedom,2016,0.40672,67
Africa,Libya,Generosity,2016,0.17087,67
Africa,Libya,Government trust,2016,0.10339,67
Africa,Libya,Health (Life Expectancy),2016,0.52304,67
Africa,Libya,Score,2016,5.615,67
Europe,Latvia,Economy,2016,1.21788,68
Europe,Latvia,Family,2016,0.95025,68
Europe,Latvia,Freedom,2016,0.27996,68
Europe,Latvia,Generosity,2016,0.17445,68
Europe,Latvia,Government trust,2016,0.0889,68
Europe,Latvia,Health (Life Expectancy),2016,0.63952,68
Europe,Latvia,Score,2016,5.56,68
Asia,Cyprus,Economy,2016,1.31857,69
Asia,Cyprus,Family,2016,0.70697,69
Asia,Cyprus,Freedom,2016,0.29507,69
Asia,Cyprus,Generosity,2016,0.27906,69
Asia,Cyprus,Government trust,2016,0.05228,69
Asia,Cyprus,Health (Life Expectancy),2016,0.8488,69
Asia,Cyprus,Score,2016,5.546,69
South America,Paraguay,Economy,2016,0.89373,70
South America,Paraguay,Family,2016,1.11111,70
South America,Paraguay,Freedom,2016,0.46235,70
South America,Paraguay,Generosity,2016,0.25296,70
South America,Paraguay,Government trust,2016,0.07396,70
South America,Paraguay,Health (Life Expectancy),2016,0.58295,70
South America,Paraguay,Score,2016,5.538,70
Europe,Romania,Economy,2016,1.1697,71
Europe,Romania,Family,2016,0.72803,71
Europe,Romania,Freedom,2016,0.36712,71
Europe,Romania,Generosity,2016,0.12889,71
Europe,Romania,Government trust,2016,0.00679,71
Europe,Romania,Health (Life Expectancy),2016,0.67602,71
Europe,Romania,Score,2016,5.528,71
Europe,Estonia,Economy,2016,1.27964,72
Europe,Estonia,Family,2016,1.05163,72
Europe,Estonia,Freedom,2016,0.41511,72
Europe,Estonia,Generosity,2016,0.08423,72
Europe,Estonia,Government trust,2016,0.18519,72
Europe,Estonia,Health (Life Expectancy),2016,0.68098,72
Europe,Estonia,Score,2016,5.517,72
North America,Jamaica,Economy,2016,0.89333,73
North America,Jamaica,Family,2016,0.96372,73
North America,Jamaica,Freedom,2016,0.43597,73
North America,Jamaica,Generosity,2016,0.22245,73
North America,Jamaica,Government trust,2016,0.04294,73
North America,Jamaica,Health (Life Expectancy),2016,0.59469,73
North America,Jamaica,Score,2016,5.51,73
Europe,Croatia,Economy,2016,1.18649,74
Europe,Croatia,Family,2016,0.60809,74
Europe,Croatia,Freedom,2016,0.23907,74
Europe,Croatia,Generosity,2016,0.18434,74
Europe,Croatia,Government trust,2016,0.04002,74
Europe,Croatia,Health (Life Expectancy),2016,0.70524,74
Europe,Croatia,Score,2016,5.488,74
Asia,Hong Kong SAR China,Economy,2016,1.5107,75
Asia,Hong Kong SAR China,Family,2016,0.87021,75
Asia,Hong Kong SAR China,Freedom,2016,0.48079,75
Asia,Hong Kong SAR China,Generosity,2016,0.40097,75
Asia,Hong Kong SAR China,Government trust,2016,0.31647,75
Asia,Hong Kong SAR China,Health (Life Expectancy),2016,0.95277,75
Asia,Hong Kong SAR China,Score,2016,5.458,75
Africa,Somalia,Economy,2016,0,76
Africa,Somalia,Family,2016,0.33613,76
Africa,Somalia,Freedom,2016,0.56778,76
Africa,Somalia,Generosity,2016,0.27225,76
Africa,Somalia,Government trust,2016,0.3118,76
Africa,Somalia,Health (Life Expectancy),2016,0.11466,76
Africa,Somalia,Score,2016,5.44,76
Europe,Kosovo,Economy,2016,0.90145,77
Europe,Kosovo,Family,2016,0.66062,77
Europe,Kosovo,Freedom,2016,0.14396,77
Europe,Kosovo,Generosity,2016,0.27992,77
Europe,Kosovo,Government trust,2016,0.06547,77
Europe,Kosovo,Health (Life Expectancy),2016,0.54,77
Europe,Kosovo,Score,2016,5.401,77
Asia,Turkey,Economy,2016,1.16492,78
Asia,Turkey,Family,2016,0.87717,78
Asia,Turkey,Freedom,2016,0.23889,78
Asia,Turkey,Generosity,2016,0.04707,78
Asia,Turkey,Government trust,2016,0.12348,78
Asia,Turkey,Health (Life Expectancy),2016,0.64718,78
Asia,Turkey,Score,2016,5.389,78
Asia,Indonesia,Economy,2016,0.95104,79
Asia,Indonesia,Family,2016,0.87625,79
Asia,Indonesia,Freedom,2016,0.39237,79
Asia,Indonesia,Generosity,2016,0.56521,79
Asia,Indonesia,Government trust,2016,0.00322,79
Asia,Indonesia,Health (Life Expectancy),2016,0.49374,79
Asia,Indonesia,Score,2016,5.314,79
Asia,Jordan,Economy,2016,0.99673,80
Asia,Jordan,Family,2016,0.86216,80
Asia,Jordan,Freedom,2016,0.36023,80
Asia,Jordan,Generosity,2016,0.14262,80
Asia,Jordan,Government trust,2016,0.13297,80
Asia,Jordan,Health (Life Expectancy),2016,0.60712,80
Asia,Jordan,Score,2016,5.303,80
Asia,Azerbaijan,Economy,2016,1.12373,81
Asia,Azerbaijan,Family,2016,0.76042,81
Asia,Azerbaijan,Freedom,2016,0.35327,81
Asia,Azerbaijan,Generosity,2016,0.0564,81
Asia,Azerbaijan,Government trust,2016,0.17914,81
Asia,Azerbaijan,Health (Life Expectancy),2016,0.54504,81
Asia,Azerbaijan,Score,2016,5.291,81
Asia,Philippines,Economy,2016,0.81217,82
Asia,Philippines,Family,2016,0.87877,82
Asia,Philippines,Freedom,2016,0.54854,82
Asia,Philippines,Generosity,2016,0.21674,82
Asia,Philippines,Government trust,2016,0.11757,82
Asia,Philippines,Health (Life Expectancy),2016,0.47036,82
Asia,Philippines,Score,2016,5.279,82
Asia,China,Economy,2016,1.0278,83
Asia,China,Family,2016,0.79381,83
Asia,China,Freedom,2016,0.44012,83
Asia,China,Generosity,2016,0.04959,83
Asia,China,Government trust,2016,0.02745,83
Asia,China,Health (Life Expectancy),2016,0.73561,83
Asia,China,Score,2016,5.245,83
Asia,Bhutan,Economy,2016,0.8527,84
Asia,Bhutan,Family,2016,0.90836,84
Asia,Bhutan,Freedom,2016,0.46074,84
Asia,Bhutan,Generosity,2016,0.48546,84
Asia,Bhutan,Government trust,2016,0.1616,84
Asia,Bhutan,Health (Life Expectancy),2016,0.49759,84
Asia,Bhutan,Score,2016,5.196,84
Asia,Kyrgyzstan,Economy,2016,0.56044,85
Asia,Kyrgyzstan,Family,2016,0.95434,85
Asia,Kyrgyzstan,Freedom,2016,0.40212,85
Asia,Kyrgyzstan,Generosity,2016,0.38432,85
Asia,Kyrgyzstan,Government trust,2016,0.04762,85
Asia,Kyrgyzstan,Health (Life Expectancy),2016,0.55449,85
Asia,Kyrgyzstan,Score,2016,5.185,85
Europe,Serbia,Economy,2016,1.03437,86
Europe,Serbia,Family,2016,0.81329,86
Europe,Serbia,Freedom,2016,0.15718,86
Europe,Serbia,Generosity,2016,0.20737,86
Europe,Serbia,Government trust,2016,0.04339,86
Europe,Serbia,Health (Life Expectancy),2016,0.6458,86
Europe,Serbia,Score,2016,5.177,86
Europe,Bosnia and Herzegovina,Economy,2016,0.93383,87
Europe,Bosnia and Herzegovina,Family,2016,0.64367,87
Europe,Bosnia and Herzegovina,Freedom,2016,0.09511,87
Europe,Bosnia and Herzegovina,Generosity,2016,0.29889,87
Europe,Bosnia and Herzegovina,Government trust,2016,0,87
Europe,Bosnia and Herzegovina,Health (Life Expectancy),2016,0.70766,87
Europe,Bosnia and Herzegovina,Score,2016,5.163,87
Europe,Montenegro,Economy,2016,1.07838,88
Europe,Montenegro,Family,2016,0.74173,88
Europe,Montenegro,Freedom,2016,0.15111,88
Europe,Montenegro,Generosity,2016,0.17191,88
Europe,Montenegro,Government trust,2016,0.12721,88
Europe,Montenegro,Health (Life Expectancy),2016,0.63533,88
Europe,Montenegro,Score,2016,5.161,88
North America,Dominican Republic,Economy,2016,1.02787,89
North America,Dominican Republic,Family,2016,0.99496,89
North America,Dominican Republic,Freedom,2016,0.52259,89
North America,Dominican Republic,Generosity,2016,0.21286,89
North America,Dominican Republic,Government trust,2016,0.12372,89
North America,Dominican Republic,Health (Life Expectancy),2016,0.57669,89
North America,Dominican Republic,Score,2016,5.155,89
Africa,Morocco,Economy,2016,0.84058,90
Africa,Morocco,Family,2016,0.38595,90
Africa,Morocco,Freedom,2016,0.25646,90
Africa,Morocco,Generosity,2016,0.04053,90
Africa,Morocco,Government trust,2016,0.08404,90
Africa,Morocco,Health (Life Expectancy),2016,0.59471,90
Africa,Morocco,Score,2016,5.151,90
Europe,Hungary,Economy,2016,1.24142,91
Europe,Hungary,Family,2016,0.93164,91
Europe,Hungary,Freedom,2016,0.1977,91
Europe,Hungary,Generosity,2016,0.099,91
Europe,Hungary,Government trust,2016,0.04472,91
Europe,Hungary,Health (Life Expectancy),2016,0.67608,91
Europe,Hungary,Score,2016,5.145,91
Asia,Pakistan,Economy,2016,0.68816,92
Asia,Pakistan,Family,2016,0.26135,92
Asia,Pakistan,Freedom,2016,0.14622,92
Asia,Pakistan,Generosity,2016,0.31185,92
Asia,Pakistan,Government trust,2016,0.1388,92
Asia,Pakistan,Health (Life Expectancy),2016,0.40306,92
Asia,Pakistan,Score,2016,5.132,92
Asia,Lebanon,Economy,2016,1.12268,93
Asia,Lebanon,Family,2016,0.64184,93
Asia,Lebanon,Freedom,2016,0.26228,93
Asia,Lebanon,Generosity,2016,0.23693,93
Asia,Lebanon,Government trust,2016,0.03061,93
Asia,Lebanon,Health (Life Expectancy),2016,0.76171,93
Asia,Lebanon,Score,2016,5.129,93
Europe,Portugal,Economy,2016,1.27607,94
Europe,Portugal,Family,2016,0.94367,94
Europe,Portugal,Freedom,2016,0.44727,94
Europe,Portugal,Generosity,2016,0.11691,94
Europe,Portugal,Government trust,2016,0.01521,94
Europe,Portugal,Health (Life Expectancy),2016,0.79363,94
Europe,Portugal,Score,2016,5.123,94
Europe,Macedonia,Economy,2016,1.0193,95
Europe,Macedonia,Family,2016,0.78236,95
Europe,Macedonia,Freedom,2016,0.27668,95
Europe,Macedonia,Generosity,2016,0.23507,95
Europe,Macedonia,Government trust,2016,0.07047,95
Europe,Macedonia,Health (Life Expectancy),2016,0.64738,95
Europe,Macedonia,Score,2016,5.121,95
Asia,Vietnam,Economy,2016,0.74037,96
Asia,Vietnam,Family,2016,0.79117,96
Asia,Vietnam,Freedom,2016,0.55954,96
Asia,Vietnam,Generosity,2016,0.25075,96
Asia,Vietnam,Government trust,2016,0.11556,96
Asia,Vietnam,Health (Life Expectancy),2016,0.66157,96
Asia,Vietnam,Score,2016,5.061,96
Africa,Somaliland Region,Economy,2016,0.25558,97
Africa,Somaliland Region,Family,2016,0.75862,97
Africa,Somaliland Region,Freedom,2016,0.3913,97
Africa,Somaliland Region,Generosity,2016,0.51479,97
Africa,Somaliland Region,Government trust,2016,0.36794,97
Africa,Somaliland Region,Health (Life Expectancy),2016,0.33108,97
Africa,Somaliland Region,Score,2016,5.057,97
Africa,Tunisia,Economy,2016,0.97724,98
Africa,Tunisia,Family,2016,0.43165,98
Africa,Tunisia,Freedom,2016,0.23553,98
Africa,Tunisia,Generosity,2016,0.03936,98
Africa,Tunisia,Government trust,2016,0.0817,98
Africa,Tunisia,Health (Life Expectancy),2016,0.59577,98
Africa,Tunisia,Score,2016,5.045,98
Europe,Greece,Economy,2016,1.24886,99
Europe,Greece,Family,2016,0.75473,99
Europe,Greece,Freedom,2016,0.05822,99
Europe,Greece,Generosity,2016,0,99
Europe,Greece,Government trust,2016,0.04127,99
Europe,Greece,Health (Life Expectancy),2016,0.80029,99
Europe,Greece,Score,2016,5.033,99
Asia,Tajikistan,Economy,2016,0.48835,100
Asia,Tajikistan,Family,2016,0.75602,100
Asia,Tajikistan,Freedom,2016,0.43408,100
Asia,Tajikistan,Generosity,2016,0.25998,100
Asia,Tajikistan,Government trust,2016,0.13509,100
Asia,Tajikistan,Health (Life Expectancy),2016,0.53119,100
Asia,Tajikistan,Score,2016,4.996,100
Asia,Mongolia,Economy,2016,0.98853,101
Asia,Mongolia,Family,2016,1.08983,101
Asia,Mongolia,Freedom,2016,0.35972,101
Asia,Mongolia,Generosity,2016,0.34539,101
Asia,Mongolia,Government trust,2016,0.03285,101
Asia,Mongolia,Health (Life Expectancy),2016,0.55469,101
Asia,Mongolia,Score,2016,4.907,101
Asia,Laos,Economy,2016,0.68042,102
Asia,Laos,Family,2016,0.5497,102
Asia,Laos,Freedom,2016,0.52168,102
Asia,Laos,Generosity,2016,0.43079,102
Asia,Laos,Government trust,2016,0.22423,102
Asia,Laos,Health (Life Expectancy),2016,0.38291,102
Asia,Laos,Score,2016,4.876,102
Africa,Nigeria,Economy,2016,0.75216,103
Africa,Nigeria,Family,2016,0.64498,103
Africa,Nigeria,Freedom,2016,0.27854,103
Africa,Nigeria,Generosity,2016,0.23219,103
Africa,Nigeria,Government trust,2016,0.0305,103
Africa,Nigeria,Health (Life Expectancy),2016,0.05108,103
Africa,Nigeria,Score,2016,4.875,103
North America,Honduras,Economy,2016,0.69429,104
North America,Honduras,Family,2016,0.75596,104
North America,Honduras,Freedom,2016,0.26755,104
North America,Honduras,Generosity,2016,0.2044,104
North America,Honduras,Government trust,2016,0.06906,104
North America,Honduras,Health (Life Expectancy),2016,0.58383,104
North America,Honduras,Score,2016,4.871,104
Asia,Iran,Economy,2016,1.11758,105
Asia,Iran,Family,2016,0.38857,105
Asia,Iran,Freedom,2016,0.22544,105
Asia,Iran,Generosity,2016,0.38538,105
Asia,Iran,Government trust,2016,0.0557,105
Asia,Iran,Health (Life Expectancy),2016,0.64232,105
Asia,Iran,Score,2016,4.813,105
Africa,Zambia,Economy,2016,0.61202,106
Africa,Zambia,Family,2016,0.6376,106
Africa,Zambia,Freedom,2016,0.42662,106
Africa,Zambia,Generosity,2016,0.17866,106
Africa,Zambia,Government trust,2016,0.11479,106
Africa,Zambia,Health (Life Expectancy),2016,0.23573,106
Africa,Zambia,Score,2016,4.795,106
Asia,Nepal,Economy,2016,0.44626,107
Asia,Nepal,Family,2016,0.69699,107
Asia,Nepal,Freedom,2016,0.37012,107
Asia,Nepal,Generosity,2016,0.3816,107
Asia,Nepal,Government trust,2016,0.07008,107
Asia,Nepal,Health (Life Expectancy),2016,0.50073,107
Asia,Nepal,Score,2016,4.793,107
Asia,Palestinian Territories,Economy,2016,0.67024,108
Asia,Palestinian Territories,Family,2016,0.71629,108
Asia,Palestinian Territories,Freedom,2016,0.17744,108
Asia,Palestinian Territories,Generosity,2016,0.11154,108
Asia,Palestinian Territories,Government trust,2016,0.10613,108
Asia,Palestinian Territories,Health (Life Expectancy),2016,0.56844,108
Asia,Palestinian Territories,Score,2016,4.754,108
Europe,Albania,Economy,2016,0.9553,109
Europe,Albania,Family,2016,0.50163,109
Europe,Albania,Freedom,2016,0.31866,109
Europe,Albania,Generosity,2016,0.1684,109
Europe,Albania,Government trust,2016,0.05301,109
Europe,Albania,Health (Life Expectancy),2016,0.73007,109
Europe,Albania,Score,2016,4.655,109
Asia,Bangladesh,Economy,2016,0.54177,110
Asia,Bangladesh,Family,2016,0.24749,110
Asia,Bangladesh,Freedom,2016,0.39778,110
Asia,Bangladesh,Generosity,2016,0.19132,110
Asia,Bangladesh,Government trust,2016,0.12583,110
Asia,Bangladesh,Health (Life Expectancy),2016,0.52989,110
Asia,Bangladesh,Score,2016,4.643,110
Africa,Sierra Leone,Economy,2016,0.36485,111
Africa,Sierra Leone,Family,2016,0.628,111
Africa,Sierra Leone,Freedom,2016,0.30685,111
Africa,Sierra Leone,Generosity,2016,0.23897,111
Africa,Sierra Leone,Government trust,2016,0.08196,111
Africa,Sierra Leone,Health (Life Expectancy),2016,0,111
Africa,Sierra Leone,Score,2016,4.635,111
Asia,Iraq,Economy,2016,1.07474,112
Asia,Iraq,Family,2016,0.59205,112
Asia,Iraq,Freedom,2016,0.24856,112
Asia,Iraq,Generosity,2016,0.19589,112
Asia,Iraq,Government trust,2016,0.13636,112
Asia,Iraq,Health (Life Expectancy),2016,0.51076,112
Asia,Iraq,Score,2016,4.575,112
Africa,Namibia,Economy,2016,0.93287,113
Africa,Namibia,Family,2016,0.70362,113
Africa,Namibia,Freedom,2016,0.48614,113
Africa,Namibia,Generosity,2016,0.07795,113
Africa,Namibia,Government trust,2016,0.10398,113
Africa,Namibia,Health (Life Expectancy),2016,0.34745,113
Africa,Namibia,Score,2016,4.574,113
Africa,Cameroon,Economy,2016,0.52497,114
Africa,Cameroon,Family,2016,0.62542,114
Africa,Cameroon,Freedom,2016,0.42736,114
Africa,Cameroon,Generosity,2016,0.2268,114
Africa,Cameroon,Government trust,2016,0.06126,114
Africa,Cameroon,Health (Life Expectancy),2016,0.12698,114
Africa,Cameroon,Score,2016,4.513,114
Africa,Ethiopia,Economy,2016,0.29283,115
Africa,Ethiopia,Family,2016,0.37932,115
Africa,Ethiopia,Freedom,2016,0.36703,115
Africa,Ethiopia,Generosity,2016,0.29522,115
Africa,Ethiopia,Government trust,2016,0.1717,115
Africa,Ethiopia,Health (Life Expectancy),2016,0.34578,115
Africa,Ethiopia,Score,2016,4.508,115
Africa,South Africa,Economy,2016,1.02416,116
Africa,South Africa,Family,2016,0.96053,116
Africa,South Africa,Freedom,2016,0.42483,116
Africa,South Africa,Generosity,2016,0.13656,116
Africa,South Africa,Government trust,2016,0.08415,116
Africa,South Africa,Health (Life Expectancy),2016,0.18611,116
Africa,South Africa,Score,2016,4.459,116
Asia,Sri Lanka,Economy,2016,0.97318,117
Asia,Sri Lanka,Family,2016,0.84783,117
Asia,Sri Lanka,Freedom,2016,0.50817,117
Asia,Sri Lanka,Generosity,2016,0.46978,117
Asia,Sri Lanka,Government trust,2016,0.07964,117
Asia,Sri Lanka,Health (Life Expectancy),2016,0.62007,117
Asia,Sri Lanka,Score,2016,4.415,117
Asia,India,Economy,2016,0.74036,118
Asia,India,Family,2016,0.29247,118
Asia,India,Freedom,2016,0.40285,118
Asia,India,Generosity,2016,0.25028,118
