Continent,Country,Key,Year,Rank,Score,Value
Europe,Sweden,Government trust,2017,9,7.28399992,0.384398729
Europe,Sweden,Health (Life Expectancy),2017,9,7.28399992,0.830875158
Oceania,Australia,Economy,2017,10,7.28399992,1.484414935
Oceania,Australia,Family,2017,10,7.28399992,1.510041952
Oceania,Australia,Freedom,2017,10,7.28399992,0.601607382
Oceania,Australia,Generosity,2017,10,7.28399992,0.47769925
Oceania,Australia,Government trust,2017,10,7.28399992,0.30118373
Oceania,Australia,Health (Life Expectancy),2017,10,7.28399992,0.843886793
Asia,Israel,Economy,2017,11,7.212999821,1.375382423
Asia,Israel,Family,2017,11,7.212999821,1.376289964
Asia,Israel,Freedom,2017,11,7.212999821,0.405988604
Asia,Israel,Generosity,2017,11,7.212999821,0.330082655
Asia,Israel,Government trust,2017,11,7.212999821,0.0852421
Asia,Israel,Health (Life Expectancy),2017,11,7.212999821,0.838404
North America,Costa Rica,Economy,2017,12,7.078999996,1.109706283
North America,Costa Rica,Family,2017,12,7.078999996,1.416403651
North America,Costa Rica,Freedom,2017,12,7.078999996,0.58013165
North America,Costa Rica,Generosity,2017,12,7.078999996,0.214613229
North America,Costa Rica,Government trust,2017,12,7.078999996,0.100106589
North America,Costa Rica,Health (Life Expectancy),2017,12,7.078999996,0.759509265
Europe,Austria,Economy,2017,13,7.006000042,1.487097263
Europe,Austria,Family,2017,13,7.006000042,1.459944963
Europe,Austria,Freedom,2017,13,7.006000042,0.56776619
Europe,Austria,Generosity,2017,13,7.006000042,0.316472322
Europe,Austria,Government trust,2017,13,7.006000042,0.221060365
Europe,Austria,Health (Life Expectancy),2017,13,7.006000042,0.815328419
North America,United States,Economy,2017,14,6.993000031,1.546259284
North America,United States,Family,2017,14,6.993000031,1.419920564
North America,United States,Freedom,2017,14,6.993000031,0.505740523
North America,United States,Generosity,2017,14,6.993000031,0.392578781
North America,United States,Government trust,2017,14,6.993000031,0.135638788
North America,United States,Health (Life Expectancy),2017,14,6.993000031,0.774286628
Europe,Ireland,Economy,2017,15,6.977000237,1.535706639
Europe,Ireland,Family,2017,15,6.977000237,1.558231115
Europe,Ireland,Freedom,2017,15,6.977000237,0.573110342
Europe,Ireland,Generosity,2017,15,6.977000237,0.427858323
Europe,Ireland,Government trust,2017,15,6.977000237,0.298388153
Europe,Ireland,Health (Life Expectancy),2017,15,6.977000237,0.809782624
Europe,Germany,Economy,2017,16,6.951000214,1.487923384
Europe,Germany,Family,2017,16,6.951000214,1.472520351
Europe,Germany,Freedom,2017,16,6.951000214,0.562511384
Europe,Germany,Generosity,2017,16,6.951000214,0.33626917
Europe,Germany,Government trust,2017,16,6.951000214,0.276731938
Europe,Germany,Health (Life Expectancy),2017,16,6.951000214,0.798950732
Europe,Belgium,Economy,2017,17,6.890999794,1.463780761
Europe,Belgium,Family,2017,17,6.890999794,1.462312698
Europe,Belgium,Freedom,2017,17,6.890999794,0.539770722
Europe,Belgium,Generosity,2017,17,6.890999794,0.231503338
Europe,Belgium,Government trust,2017,17,6.890999794,0.251343131
Europe,Belgium,Health (Life Expectancy),2017,17,6.890999794,0.818091869
Europe,Luxembourg,Economy,2017,18,6.862999916,1.741943598
Europe,Luxembourg,Family,2017,18,6.862999916,1.457583666
Europe,Luxembourg,Freedom,2017,18,6.862999916,0.596627891
Europe,Luxembourg,Generosity,2017,18,6.862999916,0.283180982
Europe,Luxembourg,Government trust,2017,18,6.862999916,0.318834424
Europe,Luxembourg,Health (Life Expectancy),2017,18,6.862999916,0.845089495
Europe,United Kingdom,Economy,2017,19,6.714000225,1.44163394
Europe,United Kingdom,Family,2017,19,6.714000225,1.49646008
Europe,United Kingdom,Freedom,2017,19,6.714000225,0.508190036
Europe,United Kingdom,Generosity,2017,19,6.714000225,0.492774159
Europe,United Kingdom,Government trust,2017,19,6.714000225,0.265428066
Europe,United Kingdom,Health (Life Expectancy),2017,19,6.714000225,0.805335939
South America,Chile,Economy,2017,20,6.65199995,1.25278461
South America,Chile,Family,2017,20,6.65199995,1.284024954
South America,Chile,Freedom,2017,20,6.65199995,0.376895279
South America,Chile,Generosity,2017,20,6.65199995,0.326662421
South America,Chile,Government trust,2017,20,6.65199995,0.082287982
South America,Chile,Health (Life Expectancy),2017,20,6.65199995,0.819479704
Asia,United Arab Emirates,Economy,2017,21,6.647999763,1.626343369
Asia,United Arab Emirates,Family,2017,21,6.647999763,1.266410232
Asia,United Arab Emirates,Freedom,2017,21,6.647999763,0.60834527
Asia,United Arab Emirates,Generosity,2017,21,6.647999763,0.360941947
Asia,United Arab Emirates,Government trust,2017,21,6.647999763,0.324489564
Asia,United Arab Emirates,Health (Life Expectancy),2017,21,6.647999763,0.726798236
South America,Brazil,Economy,2017,22,6.635000229,1.10735321
South America,Brazil,Family,2017,22,6.635000229,1.431306005
South America,Brazil,Freedom,2017,22,6.635000229,0.437453747
South America,Brazil,Generosity,2017,22,6.635000229,0.162349895
South America,Brazil,Government trust,2017,22,6.635000229,0.111092761
South America,Brazil,Health (Life Expectancy),2017,22,6.635000229,0.616552353
Europe,Czech Republic,Economy,2017,23,6.609000206,1.352682352
Europe,Czech Republic,Family,2017,23,6.609000206,1.433885217
Europe,Czech Republic,Freedom,2017,23,6.609000206,0.490946174
Europe,Czech Republic,Generosity,2017,23,6.609000206,0.088106759
Europe,Czech Republic,Government trust,2017,23,6.609000206,0.036872927
Europe,Czech Republic,Health (Life Expectancy),2017,23,6.609000206,0.754444003
South America,Argentina,Economy,2017,24,6.598999977,1.185295463
South America,Argentina,Family,2017,24,6.598999977,1.440451145
South America,Argentina,Freedom,2017,24,6.598999977,0.494519204
South America,Argentina,Generosity,2017,24,6.598999977,0.109457061
South America,Argentina,Government trust,2017,24,6.598999977,0.059739888
South America,Argentina,Health (Life Expectancy),2017,24,6.598999977,0.695137084
North America,Mexico,Economy,2017,25,6.578000069,1.153183818
North America,Mexico,Family,2017,25,6.578000069,1.21086216
North America,Mexico,Freedom,2017,25,6.578000069,0.412730008
North America,Mexico,Generosity,2017,25,6.578000069,0.120990433
North America,Mexico,Government trust,2017,25,6.578000069,0.132774115
North America,Mexico,Health (Life Expectancy),2017,25,6.578000069,0.709978998
Asia,Singapore,Economy,2017,26,6.572000027,1.69227767
Asia,Singapore,Family,2017,26,6.572000027,1.353814363
Asia,Singapore,Freedom,2017,26,6.572000027,0.549840569
Asia,Singapore,Generosity,2017,26,6.572000027,0.345965981
Asia,Singapore,Government trust,2017,26,6.572000027,0.464307785
Asia,Singapore,Health (Life Expectancy),2017,26,6.572000027,0.949492395
Europe,Malta,Economy,2017,27,6.52699995,1.343279839
Europe,Malta,Family,2017,27,6.52699995,1.488411665
Europe,Malta,Freedom,2017,27,6.52699995,0.588767052
Europe,Malta,Generosity,2017,27,6.52699995,0.574730575
Europe,Malta,Government trust,2017,27,6.52699995,0.153066069
Europe,Malta,Health (Life Expectancy),2017,27,6.52699995,0.821944237
South America,Uruguay,Economy,2017,28,6.453999996,1.217559695
South America,Uruguay,Family,2017,28,6.453999996,1.412227869
South America,Uruguay,Freedom,2017,28,6.453999996,0.579392254
South America,Uruguay,Generosity,2017,28,6.453999996,0.175096929
South America,Uruguay,Government trust,2017,28,6.453999996,0.178061873
South America,Uruguay,Health (Life Expectancy),2017,28,6.453999996,0.719216824
North America,Guatemala,Economy,2017,29,6.453999996,0.872001946
North America,Guatemala,Family,2017,29,6.453999996,1.255585194
North America,Guatemala,Freedom,2017,29,6.453999996,0.531310618
North America,Guatemala,Generosity,2017,29,6.453999996,0.283488393
North America,Guatemala,Government trust,2017,29,6.453999996,0.077223279
North America,Guatemala,Health (Life Expectancy),2017,29,6.453999996,0.54023999
North America,Panama,Economy,2017,30,6.452000141,1.233748436
North America,Panama,Family,2017,30,6.452000141,1.373192549
North America,Panama,Freedom,2017,30,6.452000141,0.550026834
North America,Panama,Generosity,2017,30,6.452000141,0.210556939
North America,Panama,Government trust,2017,30,6.452000141,0.070983924
North America,Panama,Health (Life Expectancy),2017,30,6.452000141,0.706156135
Europe,France,Economy,2017,31,6.441999912,1.430923462
Europe,France,Family,2017,31,6.441999912,1.387776852
Europe,France,Freedom,2017,31,6.441999912,0.470222116
Europe,France,Generosity,2017,31,6.441999912,0.129762307
Europe,France,Government trust,2017,31,6.441999912,0.172502428
Europe,France,Health (Life Expectancy),2017,31,6.441999912,0.844465852
Asia,Thailand,Economy,2017,32,6.423999786,1.127868772
Asia,Thailand,Family,2017,32,6.423999786,1.425792456
Asia,Thailand,Freedom,2017,32,6.423999786,0.580200732
Asia,Thailand,Generosity,2017,32,6.423999786,0.57212311
Asia,Thailand,Government trust,2017,32,6.423999786,0.031612735
Asia,Thailand,Health (Life Expectancy),2017,32,6.423999786,0.647239029
Asia,Taiwan,Economy,2017,33,6.421999931,1.433626533
Asia,Taiwan,Family,2017,33,6.421999931,1.384565353
Asia,Taiwan,Freedom,2017,33,6.421999931,0.361466587
Asia,Taiwan,Generosity,2017,33,6.421999931,0.258360475
Asia,Taiwan,Government trust,2017,33,6.421999931,0.063829236
Asia,Taiwan,Health (Life Expectancy),2017,33,6.421999931,0.793984234
Europe,Spain,Economy,2017,34,6.402999878,1.384397864
Europe,Spain,Family,2017,34,6.402999878,1.532090902
Europe,Spain,Freedom,2017,34,6.402999878,0.40878123
Europe,Spain,Generosity,2017,34,6.402999878,0.190133572
Europe,Spain,Government trust,2017,34,6.402999878,0.070914097
Europe,Spain,Health (Life Expectancy),2017,34,6.402999878,0.8889606
Asia,Qatar,Economy,2017,35,6.375,1.870765686
Asia,Qatar,Family,2017,35,6.375,1.27429688
Asia,Qatar,Freedom,2017,35,6.375,0.604130983
Asia,Qatar,Generosity,2017,35,6.375,0.33047387
Asia,Qatar,Government trust,2017,35,6.375,0.439299256
Asia,Qatar,Health (Life Expectancy),2017,35,6.375,0.710098088
South America,Colombia,Economy,2017,36,6.356999874,1.070622325
South America,Colombia,Family,2017,36,6.356999874,1.402182937
South America,Colombia,Freedom,2017,36,6.356999874,0.477487415
South America,Colombia,Generosity,2017,36,6.356999874,0.149014473
South America,Colombia,Government trust,2017,36,6.356999874,0.046668742
South America,Colombia,Health (Life Expectancy),2017,36,6.356999874,0.595027924
Asia,Saudi Arabia,Economy,2017,37,6.343999863,1.530623555
Asia,Saudi Arabia,Family,2017,37,6.343999863,1.286677599
Asia,Saudi Arabia,Freedom,2017,37,6.343999863,0.449750572
Asia,Saudi Arabia,Generosity,2017,37,6.343999863,0.147616014
Asia,Saudi Arabia,Government trust,2017,37,6.343999863,0.273432255
Asia,Saudi Arabia,Health (Life Expectancy),2017,37,6.343999863,0.59014833
North America,Trinidad and Tobago,Economy,2017,38,6.168000221,1.361355901
North America,Trinidad and Tobago,Family,2017,38,6.168000221,1.380228519
North America,Trinidad and Tobago,Freedom,2017,38,6.168000221,0.518630743
North America,Trinidad and Tobago,Generosity,2017,38,6.168000221,0.325296462
North America,Trinidad and Tobago,Government trust,2017,38,6.168000221,0.008964816
North America,Trinidad and Tobago,Health (Life Expectancy),2017,38,6.168000221,0.519983292
Asia,Kuwait,Economy,2017,39,6.105000019,1.632952452
Asia,Kuwait,Family,2017,39,6.105000019,1.259698749
Asia,Kuwait,Freedom,2017,39,6.105000019,0.496337593
Asia,Kuwait,Generosity,2017,39,6.105000019,0.228289798
Asia,Kuwait,Government trust,2017,39,6.105000019,0.21515955
Asia,Kuwait,Health (Life Expectancy),2017,39,6.105000019,0.632105708
Europe,Slovakia,Economy,2017,40,6.09800005,1.325393558
Europe,Slovakia,Family,2017,40,6.09800005,1.505059242
Europe,Slovakia,Freedom,2017,40,6.09800005,0.295817465
Europe,Slovakia,Generosity,2017,40,6.09800005,0.136544481
Europe,Slovakia,Government trust,2017,40,6.09800005,0.024210852
Europe,Slovakia,Health (Life Expectancy),2017,40,6.09800005,0.712732911
Asia,Bahrain,Economy,2017,41,6.086999893,1.488412261
Asia,Bahrain,Family,2017,41,6.086999893,1.323110461
Asia,Bahrain,Freedom,2017,41,6.086999893,0.536746919
Asia,Bahrain,Generosity,2017,41,6.086999893,0.172668487
Asia,Bahrain,Government trust,2017,41,6.086999893,0.25704217
Asia,Bahrain,Health (Life Expectancy),2017,41,6.086999893,0.653133035
Asia,Malaysia,Economy,2017,42,6.084000111,1.29121542
Asia,Malaysia,Family,2017,42,6.084000111,1.284646034
Asia,Malaysia,Freedom,2017,42,6.084000111,0.402264982
Asia,Malaysia,Generosity,2017,42,6.084000111,0.41660893
Asia,Malaysia,Government trust,2017,42,6.084000111,0.065600708
Asia,Malaysia,Health (Life Expectancy),2017,42,6.084000111,0.618784428
North America,Nicaragua,Economy,2017,43,6.071000099,0.737299204
North America,Nicaragua,Family,2017,43,6.071000099,1.28721571
North America,Nicaragua,Freedom,2017,43,6.071000099,0.447551847
North America,Nicaragua,Generosity,2017,43,6.071000099,0.301674217
North America,Nicaragua,Government trust,2017,43,6.071000099,0.130687982
North America,Nicaragua,Health (Life Expectancy),2017,43,6.071000099,0.653095961
South America,Ecuador,Economy,2017,44,6.007999897,1.000820398
South America,Ecuador,Family,2017,44,6.007999897,1.286168814
South America,Ecuador,Freedom,2017,44,6.007999897,0.455198199
South America,Ecuador,Generosity,2017,44,6.007999897,0.150112465
South America,Ecuador,Government trust,2017,44,6.007999897,0.140134647
South America,Ecuador,Health (Life Expectancy),2017,44,6.007999897,0.685636222
North America,El Salvador,Economy,2017,45,6.002999783,0.909784496
North America,El Salvador,Family,2017,45,6.002999783,1.182125092
North America,El Salvador,Freedom,2017,45,6.002999783,0.43245253
North America,El Salvador,Generosity,2017,45,6.002999783,0.078257985
North America,El Salvador,Government trust,2017,45,6.002999783,0.08998096
North America,El Salvador,Health (Life Expectancy),2017,45,6.002999783,0.596018553
Europe,Poland,Economy,2017,46,5.97300005,1.291787863
Europe,Poland,Family,2017,46,5.97300005,1.44571197
Europe,Poland,Freedom,2017,46,5.97300005,0.520342112
Europe,Poland,Generosity,2017,46,5.97300005,0.158465967
Europe,Poland,Government trust,2017,46,5.97300005,0.059307806
Europe,Poland,Health (Life Expectancy),2017,46,5.97300005,0.699475348
Asia,Uzbekistan,Economy,2017,47,5.971000195,0.786441088
Asia,Uzbekistan,Family,2017,47,5.971000195,1.54896915
Asia,Uzbekistan,Freedom,2017,47,5.971000195,0.658248663
Asia,Uzbekistan,Generosity,2017,47,5.971000195,0.415983647
Asia,Uzbekistan,Government trust,2017,47,5.971000195,0.246528223
Asia,Uzbekistan,Health (Life Expectancy),2017,47,5.971000195,0.498272628
Europe,Italy,Economy,2017,48,5.964000225,1.395066619
Europe,Italy,Family,2017,48,5.964000225,1.444923282
Europe,Italy,Freedom,2017,48,5.964000225,0.256450713
Europe,Italy,Generosity,2017,48,5.964000225,0.172789648
Europe,Italy,Government trust,2017,48,5.964000225,0.028028091
Europe,Italy,Health (Life Expectancy),2017,48,5.964000225,0.853144348
Europe,Russia,Economy,2017,49,5.962999821,1.281778097
Europe,Russia,Family,2017,49,5.962999821,1.469282389
Europe,Russia,Freedom,2017,49,5.962999821,0.373783112
Europe,Russia,Generosity,2017,49,5.962999821,0.052263822
Europe,Russia,Government trust,2017,49,5.962999821,0.032962881
Europe,Russia,Health (Life Expectancy),2017,49,5.962999821,0.547349334
North America,Belize,Economy,2017,50,5.955999851,0.907975316
North America,Belize,Family,2017,50,5.955999851,1.081417799
North America,Belize,Freedom,2017,50,5.955999851,0.547509372
North America,Belize,Generosity,2017,50,5.955999851,0.240015641
North America,Belize,Government trust,2017,50,5.955999851,0.096581072
North America,Belize,Health (Life Expectancy),2017,50,5.955999851,0.450191766
Asia,Japan,Economy,2017,51,5.920000076,1.416915178
Asia,Japan,Family,2017,51,5.920000076,1.436337829
Asia,Japan,Freedom,2017,51,5.920000076,0.505625546
Asia,Japan,Generosity,2017,51,5.920000076,0.120572768
Asia,Japan,Government trust,2017,51,5.920000076,0.163760737
Asia,Japan,Health (Life Expectancy),2017,51,5.920000076,0.913475871
Europe,Lithuania,Economy,2017,52,5.90199995,1.314582348
Europe,Lithuania,Family,2017,52,5.90199995,1.473516107
Europe,Lithuania,Freedom,2017,52,5.90199995,0.234231785
Europe,Lithuania,Generosity,2017,52,5.90199995,0.010164657
Europe,Lithuania,Government trust,2017,52,5.90199995,0.011865643
Europe,Lithuania,Health (Life Expectancy),2017,52,5.90199995,0.62894994
Africa,Algeria,Economy,2017,53,5.872000217,1.091864467
Africa,Algeria,Family,2017,53,5.872000217,1.146217465
Africa,Algeria,Freedom,2017,53,5.872000217,0.233335808
Africa,Algeria,Generosity,2017,53,5.872000217,0.069436647
Africa,Algeria,Government trust,2017,53,5.872000217,0.14609611
Africa,Algeria,Health (Life Expectancy),2017,53,5.872000217,0.617584646
Europe,Latvia,Economy,2017,54,5.849999905,1.260748625
Europe,Latvia,Family,2017,54,5.849999905,1.404714942
Europe,Latvia,Freedom,2017,54,5.849999905,0.325707912
Europe,Latvia,Generosity,2017,54,5.849999905,0.153074786
Europe,Latvia,Government trust,2017,54,5.849999905,0.073842727
Europe,Latvia,Health (Life Expectancy),2017,54,5.849999905,0.638566971
Asia,South Korea,Economy,2017,55,5.837999821,1.401678443
Asia,South Korea,Family,2017,55,5.837999821,1.128274441
Asia,South Korea,Freedom,2017,55,5.837999821,0.257921666
Asia,South Korea,Generosity,2017,55,5.837999821,0.206674367
Asia,South Korea,Government trust,2017,55,5.837999821,0.063282669
Asia,South Korea,Health (Life Expectancy),2017,55,5.837999821,0.900214076
Europe,Moldova,Economy,2017,56,5.837999821,0.72887063
Europe,Moldova,Family,2017,56,5.837999821,1.251825571
Europe,Moldova,Freedom,2017,56,5.837999821,0.240729049
Europe,Moldova,Generosity,2017,56,5.837999821,0.208779126
Europe,Moldova,Government trust,2017,56,5.837999821,0.010091286
Europe,Moldova,Health (Life Expectancy),2017,56,5.837999821,0.589465201
Europe,Romania,Economy,2017,57,5.824999809,1.217683911
Europe,Romania,Family,2017,57,5.824999809,1.15009129
Europe,Romania,Freedom,2017,57,5.824999809,0.457003742
Europe,Romania,Generosity,2017,57,5.824999809,0.133519918
Europe,Romania,Government trust,2017,57,5.824999809,0.004387901
Europe,Romania,Health (Life Expectancy),2017,57,5.824999809,0.685158312
South America,Bolivia,Economy,2017,58,5.822999954,0.833756566
South America,Bolivia,Family,2017,58,5.822999954,1.227619052
South America,Bolivia,Freedom,2017,58,5.822999954,0.558732927
South America,Bolivia,Generosity,2017,58,5.822999954,0.225560725
South America,Bolivia,Government trust,2017,58,5.822999954,0.060477726
South America,Bolivia,Health (Life Expectancy),2017,58,5.822999954,0.47363025
Asia,Turkmenistan,Economy,2017,59,5.822000027,1.130776763
Asia,Turkmenistan,Family,2017,59,5.822000027,1.493149161
Asia,Turkmenistan,Freedom,2017,59,5.822000027,0.418271929
Asia,Turkmenistan,Generosity,2017,59,5.822000027,0.249924988
Asia,Turkmenistan,Government trust,2017,59,5.822000027,0.25927034
Asia,Turkmenistan,Health (Life Expectancy),2017,59,5.822000027,0.43772608
Asia,Kazakhstan,Economy,2017,60,5.818999767,1.28455627
Asia,Kazakhstan,Family,2017,60,5.818999767,1.384369016
Asia,Kazakhstan,Freedom,2017,60,5.818999767,0.437454283
Asia,Kazakhstan,Generosity,2017,60,5.818999767,0.201964423
Asia,Kazakhstan,Government trust,2017,60,5.818999767,0.119282886
Asia,Kazakhstan,Health (Life Expectancy),2017,60,5.818999767,0.606041551
Asia,Northern Cyprus,Economy,2017,61,5.809999943,1.346911311
Asia,Northern Cyprus,Family,2017,61,5.809999943,1.186303377
Asia,Northern Cyprus,Freedom,2017,61,5.809999943,0.471203625
Asia,Northern Cyprus,Generosity,2017,61,5.809999943,0.266845703
Asia,Northern Cyprus,Government trust,2017,61,5.809999943,0.155353352
Asia,Northern Cyprus,Health (Life Expectancy),2017,61,5.809999943,0.834647238
Europe,Slovenia,Economy,2017,62,5.757999897,1.341205955
Europe,Slovenia,Family,2017,62,5.757999897,1.452518821
Europe,Slovenia,Freedom,2017,62,5.757999897,0.572575808
Europe,Slovenia,Generosity,2017,62,5.757999897,0.242649093
Europe,Slovenia,Government trust,2017,62,5.757999897,0.045128979
Europe,Slovenia,Health (Life Expectancy),2017,62,5.757999897,0.790828228
South America,Peru,Economy,2017,63,5.715000153,1.035225272
South America,Peru,Family,2017,63,5.715000153,1.218770385
South America,Peru,Freedom,2017,63,5.715000153,0.450002879
South America,Peru,Generosity,2017,63,5.715000153,0.126819715
South America,Peru,Government trust,2017,63,5.715000153,0.047049087
South America,Peru,Health (Life Expectancy),2017,63,5.715000153,0.630166113
Africa,Mauritius,Economy,2017,64,5.629000187,1.189395547
Africa,Mauritius,Family,2017,64,5.629000187,1.20956099
Africa,Mauritius,Freedom,2017,64,5.629000187,0.491247326
Africa,Mauritius,Generosity,2017,64,5.629000187,0.360933751
Africa,Mauritius,Government trust,2017,64,5.629000187,0.042181555
Africa,Mauritius,Health (Life Expectancy),2017,64,5.629000187,0.638007462
Asia,Cyprus,Economy,2017,65,5.620999813,1.355938077
Asia,Cyprus,Family,2017,65,5.620999813,1.131363273
Asia,Cyprus,Freedom,2017,65,5.620999813,0.355111539
Asia,Cyprus,Generosity,2017,65,5.620999813,0.271254301
Asia,Cyprus,Government trust,2017,65,5.620999813,0.041237976
Asia,Cyprus,Health (Life Expectancy),2017,65,5.620999813,0.844714701
Europe,Estonia,Economy,2017,66,5.611000061,1.32087934
Europe,Estonia,Family,2017,66,5.611000061,1.4766711
Europe,Estonia,Freedom,2017,66,5.611000061,0.47913143
Europe,Estonia,Generosity,2017,66,5.611000061,0.098890811
Europe,Estonia,Government trust,2017,66,5.611000061,0.183248922
Europe,Estonia,Health (Life Expectancy),2017,66,5.611000061,0.695168316
Europe,Belarus,Economy,2017,67,5.568999767,1.15655756
Europe,Belarus,Family,2017,67,5.568999767,1.444945216
Europe,Belarus,Freedom,2017,67,5.568999767,0.295400262
Europe,Belarus,Generosity,2017,67,5.568999767,0.155137509
Europe,Belarus,Government trust,2017,67,5.568999767,0.156313822
Europe,Belarus,Health (Life Expectancy),2017,67,5.568999767,0.637714267
Africa,Libya,Economy,2017,68,5.525000095,1.101803064
Africa,Libya,Family,2017,68,5.525000095,1.35756433
Africa,Libya,Freedom,2017,68,5.525000095,0.46573323
Africa,Libya,Generosity,2017,68,5.525000095,0.152073666
Africa,Libya,Government trust,2017,68,5.525000095,0.09261021
Africa,Libya,Health (Life Expectancy),2017,68,5.525000095,0.52016902
Asia,Turkey,Economy,2017,69,5.5,1.198274374
Asia,Turkey,Family,2017,69,5.5,1.337753177
Asia,Turkey,Freedom,2017,69,5.5,0.3007406
Asia,Turkey,Generosity,2017,69,5.5,0.046693042
Asia,Turkey,Government trust,2017,69,5.5,0.09967158
Asia,Turkey,Health (Life Expectancy),2017,69,5.5,0.637605608
South America,Paraguay,Economy,2017,70,5.493000031,0.932537317
South America,Paraguay,Family,2017,70,5.493000031,1.50728488
South America,Paraguay,Freedom,2017,70,5.493000031,0.473507792
South America,Paraguay,Generosity,2017,70,5.493000031,0.224150658
South America,Paraguay,Government trust,2017,70,5.493000031,0.091065913
South America,Paraguay,Health (Life Expectancy),2017,70,5.493000031,0.579250693
Asia,Hong kong,Economy,2017,71,5.472000122,1.551674843
Asia,Hong kong,Family,2017,71,5.472000122,1.262790918
Asia,Hong kong,Freedom,2017,71,5.472000122,0.490968645
Asia,Hong kong,Generosity,2017,71,5.472000122,0.374465793
Asia,Hong kong,Government trust,2017,71,5.472000122,0.293933749
Asia,Hong kong,Health (Life Expectancy),2017,71,5.472000122,0.943062425
Asia,Philippines,Economy,2017,72,5.429999828,0.857699215
Asia,Philippines,Family,2017,72,5.429999828,1.253917575
Asia,Philippines,Freedom,2017,72,5.429999828,0.585214674
Asia,Philippines,Generosity,2017,72,5.429999828,0.193513423
Asia,Philippines,Government trust,2017,72,5.429999828,0.099331893
Asia,Philippines,Health (Life Expectancy),2017,72,5.429999828,0.468009055
Europe,Serbia,Economy,2017,73,5.394999981,1.069317579
Europe,Serbia,Family,2017,73,5.394999981,1.258189797
Europe,Serbia,Freedom,2017,73,5.394999981,0.208715528
Europe,Serbia,Generosity,2017,73,5.394999981,0.220125884
Europe,Serbia,Government trust,2017,73,5.394999981,0.040903781
Europe,Serbia,Health (Life Expectancy),2017,73,5.394999981,0.650784671
Asia,Jordan,Economy,2017,74,5.335999966,0.991012394
Asia,Jordan,Family,2017,74,5.335999966,1.239088893
Asia,Jordan,Freedom,2017,74,5.335999966,0.418421149
Asia,Jordan,Generosity,2017,74,5.335999966,0.17217046
Asia,Jordan,Government trust,2017,74,5.335999966,0.119803272
Asia,Jordan,Health (Life Expectancy),2017,74,5.335999966,0.604590058
Europe,Hungary,Economy,2017,75,5.323999882,1.286011934
Europe,Hungary,Family,2017,75,5.323999882,1.343133092
Europe,Hungary,Freedom,2017,75,5.323999882,0.175863519
Europe,Hungary,Generosity,2017,75,5.323999882,0.078401662
Europe,Hungary,Government trust,2017,75,5.323999882,0.036636937
Europe,Hungary,Health (Life Expectancy),2017,75,5.323999882,0.687763453
North America,Jamaica,Economy,2017,76,5.31099987,0.925579309
North America,Jamaica,Family,2017,76,5.31099987,1.368218064
North America,Jamaica,Freedom,2017,76,5.31099987,0.474307239
North America,Jamaica,Generosity,2017,76,5.31099987,0.233818337
North America,Jamaica,Government trust,2017,76,5.31099987,0.055267781
North America,Jamaica,Health (Life Expectancy),2017,76,5.31099987,0.641022384
Europe,Croatia,Economy,2017,77,5.293000221,1.222556233
Europe,Croatia,Family,2017,77,5.293000221,0.967983007
Europe,Croatia,Freedom,2017,77,5.293000221,0.255772293
Europe,Croatia,Generosity,2017,77,5.293000221,0.248002976
Europe,Croatia,Government trust,2017,77,5.293000221,0.04310311
Europe,Croatia,Health (Life Expectancy),2017,77,5.293000221,0.701288521
Europe,Kosovo,Economy,2017,78,5.278999805,0.951484382
Europe,Kosovo,Family,2017,78,5.278999805,1.137853503
Europe,Kosovo,Freedom,2017,78,5.278999805,0.260287941
Europe,Kosovo,Generosity,2017,78,5.278999805,0.319931448
Europe,Kosovo,Government trust,2017,78,5.278999805,0.057471618
Europe,Kosovo,Health (Life Expectancy),2017,78,5.278999805,0.54145205
Asia,China,Economy,2017,79,5.272999763,1.081165791
Asia,China,Family,2017,79,5.272999763,1.160837412
Asia,China,Freedom,2017,79,5.272999763,0.472787708
Asia,China,Generosity,2017,79,5.272999763,0.028806841
Asia,China,Government trust,2017,79,5.272999763,0.022794275
Asia,China,Health (Life Expectancy),2017,79,5.272999763,0.741415501
Asia,Pakistan,Economy,2017,80,5.269000053,0.726883531
Asia,Pakistan,Family,2017,80,5.269000053,0.67269069
Asia,Pakistan,Freedom,2017,80,5.269000053,0.235215262
Asia,Pakistan,Generosity,2017,80,5.269000053,0.315446019
Asia,Pakistan,Government trust,2017,80,5.269000053,0.124348067
Asia,Pakistan,Health (Life Expectancy),2017,80,5.269000053,0.402047783
Asia,Indonesia,Economy,2017,81,5.262000084,0.995538592
Asia,Indonesia,Family,2017,81,5.262000084,1.274444699
Asia,Indonesia,Freedom,2017,81,5.262000084,0.443323463
Asia,Indonesia,Generosity,2017,81,5.262000084,0.611704588
Asia,Indonesia,Government trust,2017,81,5.262000084,0.015317135
Asia,Indonesia,Health (Life Expectancy),2017,81,5.262000084,0.492345721
South America,Venezuela,Economy,2017,82,5.25,1.128431201
South America,Venezuela,Family,2017,82,5.25,1.431337595
South America,Venezuela,Freedom,2017,82,5.25,0.153997123
South America,Venezuela,Generosity,2017,82,5.25,0.06501963
South America,Venezuela,Government trust,2017,82,5.25,0.064491123
South America,Venezuela,Health (Life Expectancy),2017,82,5.25,0.617144227
Europe,Montenegro,Economy,2017,83,5.236999989,1.121129036
